State,City,Street,Zipcode,Bedroom,Bathroom,Area,PPSq,LotArea,MarketEstimate,RentEstimate,Latitude,Longitude,ListedPrice
NY,Livingston Manor,Conklin Hill Road,12758.0,1.0,1.0,728.0,240.3846153846154,8.0,,,41.905293,-74.70047,175000.0
NY,Akron,Lewis Rd,14001.0,3.0,1.0,1255.0,183.18725099601596,0.26,,,43.028206,-78.50203,229900.0
NY,Brockport,Erie St,14420.0,3.0,1.0,1248.0,104.08653846153848,0.18,150300.0,1770.0,43.214176,-77.94672,129900.0
NY,Lake Luzerne,-17 Pine Road,12846.0,3.0,2.0,1140.0,175.35087719298247,0.1399999999999999,204700.0,2499.0,43.320232,-73.83369,199900.0
NY,Woodstock,Speare Road,12498.0,2.0,2.0,1446.0,518.6721991701245,7.08,800100.0,3499.0,42.043232,-74.14841,750000.0
NY,Hunter,Liftside Dr APT 302,12442.0,3.0,3.0,1976.0,75.91093117408907,0.0100091827364554,150400.0,4200.0,42.204548,-74.216064,150000.0
NY,Painted Post,Greenridge Dr,14870.0,4.0,3.0,3506.0,142.04221334854537,0.5,,,42.146015,-77.132164,498000.0
NY,Saranac Lake,Baker St,12983.0,5.0,3.0,2147.0,156.0316721006055,0.53,,,44.33346,-74.1322,335000.0
NY,Valhalla,Hillside Avenue,10595.0,2.0,2.0,1532.0,293.73368146214096,1.4,,,41.069622,-73.77388,450000.0
NY,Auburn,Amherst Ave,13021.0,3.0,2.0,1765.0,169.40509915014164,0.48,305700.0,2028.0,42.91339,-76.55431,299000.0
NY,Beacon,Henry St,12508.0,3.0,2.0,1827.0,221.67487684729065,0.45,399800.0,3469.0,41.51353,-73.93954,405000.0
NY,Rochester,Royal View Dr,14625.0,4.0,2.0,2366.0,116.1876584953508,1.19,,,43.16988,-77.51052,274900.0
NY,Schenectady,Dean Street,12309.0,3.0,2.0,1267.0,138.12154696132598,0.12,181700.0,1900.0,42.805065,-73.9033,175000.0
NY,Wassaic,Tower Hill Rd,12592.0,1.0,2.0,1316.0,284.95440729483283,6.43,387000.0,5704.0,41.79236,-73.58293,375000.0
NY,Rochester,Winding Rd,14618.0,4.0,2.0,2122.0,212.01696512723845,0.37,521500.0,2631.0,43.0993,-77.51802,449900.0
NY,Olivebridge,Mill Road,12461.0,2.0,1.0,1251.0,119.9040767386091,2.2,163000.0,2500.0,41.92071,-74.23282,150000.0
NY,Ulster,Cascade Drive,12401.0,3.0,3.0,1812.0,165.01103752759383,0.31,313400.0,3249.0,41.990925,-73.96429,299000.0
NY,Rochester,Maiden Ln,14626.0,3.0,2.0,1431.0,111.74004192872115,0.5952,189600.0,1900.0,43.224277,-77.708405,159900.0
NY,Port Jefferson,Beach Road,11777.0,6.0,4.0,4000.0,493.75,1.32,2022000.0,5699.0,40.957733,-73.07096,1975000.0
NY,Brooklyn,Avenue T #85C,11234.0,2.0,1.0,850.0,340.0,,287500.0,2350.0,40.614292,-73.91968,289000.0
NY,Lake George,Moon Hill Road,12845.0,2.0,1.0,1620.0,40.123456790123456,0.55,68000.0,1782.0,43.375954,-73.66328,65000.0
NY,Webster,Judson St,14580.0,3.0,3.0,1943.0,177.56047349459598,0.63,,,43.21264,-77.42102,345000.0
NY,Walden,Mills Road,12586.0,3.0,3.0,1960.0,229.59183673469389,1.9,,,41.563416,-74.21011,450000.0
NY,Binghamton,Hawleyton Rd,13903.0,3.0,2.0,1866.0,160.76741693461952,6.05,,,42.0473,-75.92916,299992.0
NY,Cuba,Lyman Rd,14727.0,2.0,1.0,600.0,198.33333333333331,3.4,,,42.148525,-78.25625,119000.0
NY,Johnsonville,Storm Hill Road,12094.0,3.0,1.0,960.0,244.6875,1.75,241700.0,1749.0,42.83095,-73.45142,234900.0
NY,Bridgeport,Tuttle Rd,13030.0,2.0,1.0,1385.0,194.8736462093863,0.1286,,,43.178795,-75.99043,269900.0
NY,Ulster,Kukuk Lane,12401.0,4.0,2.0,2372.0,180.8600337268128,1.5,447600.0,3699.0,41.997044,-73.96712,429000.0
NY,Henrietta,New Gate Dr,14467.0,3.0,2.0,1614.0,111.46220570012392,0.2571,215600.0,2500.0,43.05862,-77.60204,179900.0
NY,Castleton,Seaman Avenue,12033.0,3.0,2.0,1296.0,161.26543209876544,0.5,221600.0,2199.0,42.53251,-73.74187,209000.0
NY,Mahopac,Teakettle Spout Road,10541.0,3.0,3.0,1668.0,299.46043165467626,0.4684113865932047,,,41.36592,-73.73235,499500.0
NY,Poughkeepsie,New Hackensack Rd,12603.0,4.0,2.0,1600.0,234.375,0.65,395500.0,3140.0,41.67793,-73.88838,375000.0
NY,Buffalo,Clinton St,14224.0,4.0,2.0,1821.0,109.82976386600768,1.4,227400.0,2500.0,42.855354,-78.73865,200000.0
NY,Roslyn Heights,Round Hill Road,11577.0,4.0,3.0,2117.0,595.1818611242325,0.3406795224977043,1301100.0,6675.0,40.790585,-73.628746,1260000.0
NY,Victor,Sunray Crest Dr,14564.0,4.0,3.0,1994.0,175.4764292878636,0.38,,,42.97081,-77.38059,349900.0
NY,Roscoe,Kutger Road,12776.0,4.0,3.0,1600.0,390.625,0.5899908172635445,,,41.905903,-74.985306,625000.0
NY,Poughkeepsie,N Clinton St,12601.0,6.0,2.0,2040.0,147.00980392156862,0.21,309500.0,2302.0,41.71258,-73.91852,299900.0
NY,Altamont,State Route 146,12009.0,2.0,1.0,984.0,177.84552845528455,0.9,185400.0,2070.0,42.706577,-74.014046,175000.0
NY,Yonkers,Patmor Avenue,10710.0,4.0,3.0,1876.0,282.51599147121533,,,,40.957054,-73.864555,530000.0
NY,Mount Tremper,Andrew Lane,12457.0,2.0,1.0,665.0,578.9473684210526,1.4,401900.0,2470.0,42.04717,-74.28969,385000.0
NY,Lake Placid,Colden Ave,12946.0,3.0,2.0,1298.0,281.2018489984592,0.2,,,44.28101,-73.98411,365000.0
NY,Hyde Park,Albany Post Rd,12538.0,3.0,2.0,2171.0,61.21602947950253,0.48,143200.0,2999.0,41.79228,-73.93697,132900.0
NY,Accord,Whitfield Rd,12404.0,3.0,2.0,1800.0,819.4444444444445,11.3,1531700.0,7160.0,41.81367,-74.22355,1475000.0
NY,Redwood,Butterfield Lk,13679.0,2.0,1.0,800.0,261.25,29.0,201300.0,1150.0,44.334835,-75.7582,209000.0
NY,Levittown,Orchid Road,11756.0,4.0,2.0,1681.0,273.051754907793,0.1584022038567493,,4300.0,40.73688,-73.52768,459000.0
NY,Saratoga Springs,Fern Drive,12866.0,3.0,1.0,1426.0,192.84712482468444,0.3,280400.0,2729.0,43.04415,-73.828415,275000.0
NY,Howard Beach,-32 81st Street UNIT 4,11414.0,3.0,1.0,1050.0,266.6666666666667,,281700.0,2995.0,40.66326,-73.85277,280000.0
NY,Auburn,Evans St,13021.0,4.0,2.0,2206.0,45.28558476881233,0.2267999999999999,,,42.931,-76.54955,99900.0
NY,Bronx,Cambreleng Ave,10458.0,4.0,2.0,2000.0,135.0,0.06,263000.0,3299.0,40.85507,-73.88527,270000.0
NY,Endicott,Nanticoke Dr,13760.0,3.0,3.0,1715.0,131.19533527696794,7.2,,,42.136753,-76.05828,225000.0
NY,Buffalo,Cathedral Dr,14224.0,3.0,2.0,1514.0,214.59709379128137,0.1951,362200.0,2100.0,42.840656,-78.74925,324900.0
NY,Ballston Lake,Blue Spruce Lane,12019.0,3.0,2.0,1664.0,114.12259615384616,0.4,217300.0,2409.0,42.9252,-73.81537,189900.0
NY,Pavilion,Ellicott Street Rd,14525.0,3.0,1.0,1284.0,140.10903426791276,1.0,,,42.898796,-78.052864,179900.0
NY,Elma,Dellwood Dr,14059.0,3.0,3.0,1656.0,223.3695652173913,0.4729,388800.0,2500.0,42.819298,-78.6592,369900.0
NY,Jamestown,Maple St,14701.0,4.0,2.0,3462.0,28.856152512998268,0.1263,94400.0,1352.0,42.089787,-79.22938,99900.0
NY,Fayetteville,Highbridge Rd TRAILER 31,13066.0,2.0,1.0,784.0,63.64795918367347,2.6198,,,43.025074,-76.0426,49900.0
NY,Bronx,Fairmount Avenue,10465.0,3.0,1.0,1305.0,252.7969348659004,0.0573921028466483,,,40.836388,-73.8206,329900.0
NY,New Rochelle,Lake Avenue,10801.0,4.0,3.0,3545.0,310.296191819464,0.5399908172635446,,,40.920547,-73.80054,1100000.0
NY,Averill Park,Holcomb Road,12018.0,3.0,2.0,1782.0,112.17732884399553,1.09,210200.0,2228.0,42.619305,-73.54461,199900.0
NY,Wurtsboro,Yankee Lake Road,12790.0,2.0,1.0,1620.0,200.6172839506173,0.2300045913682277,,,41.57746,-74.55734,325000.0
NY,Garnerville,Centennial Dr,10923.0,5.0,3.0,2286.0,174.54068241469815,0.2699954086317723,436800.0,4200.0,41.211803,-74.000336,399000.0
NY,Pomona,Old County Rd,10970.0,3.0,2.0,960.0,155.20833333333334,,,2158.0,41.187634,-74.03591,149000.0
NY,Williamsville,Thistle Lea,14221.0,3.0,2.0,1793.0,165.03067484662577,0.2452,,,42.97375,-78.77451,295900.0
NY,Victor,Brownsville Rd,14564.0,4.0,2.0,1326.0,139.51734539969834,0.5900000000000001,211400.0,2199.0,42.985027,-77.38365,185000.0
NY,Holland,Lewis Rd,14080.0,2.0,1.0,864.0,214.1203703703704,12.7,208800.0,1500.0,42.65275,-78.6032,185000.0
NY,Davenport,State Highway 23,13750.0,2.0,1.0,900.0,255.44444444444449,57.7,,350.0,42.44817,-74.76029,229900.0
NY,Ronkonkoma,Express Drive S,11779.0,3.0,2.0,1038.0,385.3468208092485,0.2,431100.0,3399.0,40.812096,-73.118286,399990.0
NY,Middlesex,Old Vineyard Rd,14507.0,3.0,2.0,1481.0,199.18973666441596,9.28,311600.0,1650.0,42.7176,-77.31646,295000.0
NY,Canandaigua,Smith Rd,14424.0,3.0,2.0,1919.0,182.3345492443981,5.0,,2149.0,42.91389,-77.22765,349900.0
NY,Far Rockaway,Neilson St APT 1H,11691.0,1.0,1.0,806.0,167.49379652605458,,137600.0,1999.0,40.60431,-73.74758,135000.0
NY,Baldwinsville,Dog Leg Dr,13027.0,3.0,3.0,1760.0,164.7159090909091,0.3085,,,43.126728,-76.30296,289900.0
NY,Chatham,Church St,12037.0,3.0,3.0,1871.0,195.08284339925171,0.25,,2999.0,42.35705,-73.60231,365000.0
NY,Middletown,Nicole Place,10940.0,4.0,2.0,2088.0,186.73371647509575,1.28,,,41.507595,-74.49548,389900.0
NY,Uniondale,Leslie Lane,11553.0,3.0,2.0,1206.0,402.1558872305141,0.1744719926538108,504300.0,3999.0,40.70852,-73.58141,485000.0
NY,Middletown,Woodcrest Drive,10940.0,1.0,1.0,584.0,214.04109589041096,0.1946969696969697,,,41.491943,-74.49228,125000.0
NY,Buffalo,Allegany Ave,14217.0,5.0,2.0,2095.0,128.8782816229117,0.1327,309000.0,2299.0,42.96744,-78.8697,270000.0
NY,Staten Island,Ilyssa Way,10312.0,3.0,3.0,1553.0,217.64327108821635,0.0130394857667584,324700.0,3099.0,40.560017,-74.18515,338000.0
NY,Watertown,State Route 37,13601.0,4.0,2.0,2492.0,76.20385232744783,1.09,,1584.0,44.03846,-75.90158,189900.0
NY,Nassau,Morey Park Road,12123.0,6.0,2.0,2770.0,86.64259927797833,0.97,224700.0,2052.0,42.54404,-73.60265,240000.0
NY,Lockport,Georgia Ave,14094.0,3.0,1.0,864.0,185.06944444444449,0.19,,,43.156754,-78.67833,159900.0
NY,Syracuse,Edgewood Dr,13205.0,3.0,2.0,1952.0,115.21516393442624,2.0,,,42.98931,-76.13639,224900.0
NY,Albany,Consaul Road,12205.0,3.0,2.0,1547.0,193.92372333548803,0.27,317700.0,2499.0,42.744305,-73.8506,300000.0
NY,Pine Bush,Church Road UNIT -,12566.0,3.0,2.0,1748.0,266.0183066361556,1.1,475600.0,2770.0,41.661205,-74.32004,465000.0
NY,Lake Katrine,Main St,12449.0,3.0,2.0,1608.0,93.22139303482588,0.61,155200.0,3499.0,42.004448,-74.00315,149900.0
NY,Poughkeepsie,Bart Dr,12603.0,3.0,3.0,1514.0,264.2007926023778,0.35,417500.0,2700.0,41.65111,-73.84269,400000.0
NY,Springville,E Hill Run,14141.0,3.0,2.0,1403.0,205.9871703492516,0.629,310900.0,2017.0,42.505566,-78.64429,289000.0
NY,Croton On Hudson,Hastings Avenue,10520.0,5.0,3.0,1728.0,303.81944444444446,0.1475895316804407,556000.0,4500.0,41.19692,-73.88041,525000.0
NY,New Berlin,Seymour Ln,13411.0,4.0,2.0,1827.0,218.3908045977012,33.76,409700.0,2119.0,42.64148,-75.39285,399000.0
NY,Oswego,Montcalm St,13126.0,3.0,3.0,2108.0,154.12713472485768,0.303,,,43.459064,-76.520004,324900.0
NY,Oceanside,Christopher Street,11572.0,4.0,2.0,1442.0,242.57975034674064,0.1377410468319559,,,40.641685,-73.624245,349800.0
NY,Gardiner,Route 44 55,12525.0,3.0,2.0,1404.0,249.28703703703704,2.3,,1599.0,41.70165,-74.192535,349999.0
NY,Center Moriches,Brookfield Avenue,11934.0,4.0,3.0,1400.0,356.42857142857144,0.45,518800.0,7500.0,40.80781,-72.80171,499000.0
NY,Duanesburg,Darrow Road,12056.0,3.0,2.0,2086.0,203.7392138063279,1.2,442700.0,2358.0,42.76202,-74.05399,425000.0
NY,Willsboro,Point Rd,12996.0,6.0,5.0,3672.0,449.34640522875816,5.6,,,44.422703,-73.37271,1650000.0
NY,Syracuse,W Ostrander Ave,13205.0,4.0,2.0,1728.0,3.4722222222222223,,,2250.0,43.014565,-76.142624,6000.0
NY,Alexander,Broadway Rd,14005.0,3.0,2.0,1372.0,138.41107871720118,0.6959,206100.0,2228.0,42.904915,-78.257416,189900.0
NY,Mohegan Lake,Stony Street,10547.0,3.0,1.0,1808.0,215.65265486725664,2.78,,,41.32474,-73.832,389900.0
NY,Halfmoon,Hancock Way,12065.0,2.0,3.0,1217.0,184.88085456039445,0.01,236300.0,2149.0,42.843067,-73.72458,225000.0
NY,Buffalo,Belmont Ave,14223.0,3.0,2.0,1381.0,217.1614771904417,0.1307,341000.0,2070.0,42.970985,-78.85358,299900.0
NY,Mohegan Lake,Baker Street UNIT 16,10547.0,3.0,1.0,793.0,157.62925598991174,,,,41.315384,-73.841835,125000.0
NY,Pt Jervis,Ball Street,12771.0,5.0,2.0,2696.0,129.45103857566767,0.1148071625344352,335900.0,2934.0,41.372284,-74.689896,349000.0
NY,Naples,S Gannett Hill Rd,14512.0,4.0,3.0,3580.0,220.64245810055863,71.36,819200.0,4766.0,42.686516,-77.39407,789900.0
NY,Rochester,Gordon Dr,14626.0,5.0,3.0,2389.0,99.20468815403936,0.37,279500.0,2600.0,43.20198,-77.72298,237000.0
NY,Stormville,Stormville Mountain Road,12582.0,3.0,2.0,1634.0,260.0979192166463,1.2,,,41.53421,-73.708725,425000.0
NY,Albany,Whitehall Road,12209.0,3.0,2.0,1340.0,149.2537313432836,0.0699999999999999,214900.0,1988.0,42.641296,-73.78824,200000.0
NY,Webster,Shorewood Dr,14580.0,3.0,2.0,1598.0,125.09386733416773,0.51,235300.0,2414.0,43.23241,-77.516685,199900.0
NY,Jamesville,Grace Pl,13078.0,3.0,2.0,1120.0,160.625,0.1641,,,42.990902,-76.10915,179900.0
NY,Carmel,Crosby Road,10512.0,3.0,2.0,2136.0,234.03558052434457,0.9899908172635444,,,41.40472,-73.66732,499900.0
NY,North Syracuse,Lisa Ln,13212.0,4.0,2.0,1866.0,150.0,0.2883,315500.0,2700.0,43.1393,-76.10688,279900.0
NY,Fleischmanns,Brush Ridge Rd,12430.0,2.0,1.0,1106.0,266.7269439421338,1.61,,,42.15771,-74.50529,295000.0
NY,Seneca Falls,State Route 414,13148.0,5.0,3.0,3336.0,56.92446043165467,1.88,,,42.812557,-76.80893,189900.0
NY,Lake Placid,Fox Run Ln,12946.0,4.0,4.0,4010.0,243.142144638404,0.4599999999999999,,,44.266136,-73.98562,975000.0
NY,Fulton,Wood Ridge Ln,13069.0,4.0,4.0,2408.0,124.54318936877075,11.29,,,43.313107,-76.36216,299900.0
NY,Staten Island,Zoe St,10305.0,3.0,2.0,1156.0,475.7785467128028,0.0448347107438016,533400.0,2981.0,40.587803,-74.0971,550000.0
NY,New Windsor,State Route 94,12553.0,2.0,1.0,778.0,282.7763496143959,0.4909090909090909,,,41.451214,-74.06526,220000.0
NY,Catskill,Green Lake Rd,12414.0,3.0,2.0,2392.0,166.80602006688963,0.55,,,42.27413,-73.89598,399000.0
NY,Rochester,Verstreet Dr,14616.0,3.0,2.0,1101.0,108.9009990917348,0.2,,,43.22282,-77.65171,119900.0
NY,Norwich,County Road 34,13815.0,4.0,1.0,1950.0,94.87179487179488,0.6,185000.0,1255.0,42.513138,-75.49418,185000.0
NY,Staten Island,McKee Ave,10308.0,3.0,1.0,1390.0,395.5395683453237,0.1147842056932966,527100.0,2949.0,40.544872,-74.14103,549800.0
NY,Sidney,Delaware Ave,13838.0,3.0,3.0,1353.0,114.48632668144865,0.5599999999999999,,,42.30857,-75.39281,154900.0
NY,Williamson,Ridge Rd,14589.0,3.0,2.0,1804.0,132.9822616407982,6.77,,,43.23274,-77.16667,239900.0
NY,Depew,Dean Rd,14043.0,3.0,2.0,960.0,206.77083333333331,0.12,232000.0,1984.0,42.91934,-78.72027,198500.0
NY,Peekskill,Hudson Avenue,10566.0,3.0,1.0,1060.0,216.88679245283015,0.0494031221303948,,,41.2853,-73.9197,229900.0
NY,Syracuse,S State St,13205.0,4.0,2.0,2016.0,6.448412698412699,,,2258.0,43.0255,-76.14357,13000.0
NY,Glenmont,E Bayberry Road,12077.0,4.0,3.0,1907.0,235.9722076560042,0.5900000000000001,480600.0,2800.0,42.60658,-73.80856,449999.0
NY,Holmes,Route 292,12531.0,3.0,1.0,1056.0,189.3939393939394,0.36,201800.0,2500.0,41.53998,-73.65075,200000.0
NY,Farmington,Cornfield Cir,14425.0,3.0,2.0,1468.0,156.60762942779292,0.1342,259100.0,1829.0,42.953636,-77.33894,229900.0
NY,Athens,Route 385,12015.0,3.0,1.0,1282.0,117.00468018720748,2.2,140700.0,2079.0,42.313618,-73.794655,150000.0
NY,Berne,Lake Road,12023.0,2.0,2.0,840.0,178.45238095238096,1.1,154600.0,903.0,42.544266,-74.08728,149900.0
NY,Schenectady,Randolph Road,12308.0,3.0,2.0,1572.0,178.0852417302799,0.27,284100.0,2149.0,42.824364,-73.918594,279950.0
NY,Staten Island,Arden Ave,10312.0,4.0,1.0,1680.0,238.03571428571428,0.1377410468319559,377900.0,3140.0,40.530388,-74.16176,399900.0
NY,Kingston,Downs Street,12401.0,4.0,1.0,2126.0,88.89934148635936,1.0,185600.0,2764.0,41.933887,-74.00385,189000.0
NY,Monroe,Sylvan Trail,10950.0,3.0,2.0,1634.0,208.078335373317,0.4367079889807163,,,41.389637,-74.13792,340000.0
NY,Rochester,E River Rd,14623.0,4.0,3.0,2027.0,147.95263936852493,1.0,,,43.108856,-77.66733,299900.0
NY,Grand Island,Riverdale Dr,14072.0,3.0,1.0,1170.0,166.5811965811966,0.2686,,,42.988605,-78.95066,194900.0
NY,Rome,Hickory St,13440.0,5.0,3.0,2400.0,156.125,0.5700000000000001,,,43.23906,-75.44938,374700.0
NY,Plattsburgh,Salmon River Rd,12901.0,4.0,3.0,2080.0,52.83653846153846,2.4,110700.0,3681.0,44.629948,-73.544395,109900.0
NY,Rochester,Willow Ridge Trl,14626.0,3.0,3.0,1836.0,163.3442265795207,0.5,352400.0,2600.0,43.224937,-77.72523,299900.0
NY,Nyack,Sickles Avenue,10960.0,3.0,2.0,2004.0,373.75249500998007,0.2199954086317722,,,41.09397,-73.92149,749000.0
NY,Glen Cove,Valentine Street,11542.0,1.0,1.0,1129.0,353.41009743135515,0.0573921028466483,409500.0,2269.0,40.8652,-73.64699,399000.0
NY,Westbury,Park Avenue,11590.0,4.0,3.0,1482.0,296.89608636977056,0.1147842056932966,468800.0,4270.0,40.76401,-73.56741,440000.0
NY,Niagara Falls,Blanchard Ave,14304.0,3.0,2.0,1272.0,75.39308176100629,0.0015999999999999,,,43.131985,-78.94467,95900.0
NY,Carmel,N Terry Hill Road,10512.0,2.0,1.0,730.0,239.72602739726028,0.2755050505050505,,,41.471596,-73.66437,175000.0
NY,Syracuse,James St APT 14,13206.0,3.0,2.0,1424.0,129.91573033707866,0.0,,,43.069508,-76.09936,185000.0
NY,Staten Island,Grant Pl,10306.0,3.0,2.0,1008.0,543.6507936507936,0.0964187327823691,548400.0,2670.0,40.578163,-74.10364,548000.0
NY,West Winfield,South St,13491.0,5.0,2.0,3723.0,53.45151759333871,0.86,,,42.879036,-75.19181,199000.0
NY,Bronx,Evergreen Ave APT 4,10472.0,3.0,1.0,1200.0,249.99916666666667,,286800.0,3150.0,40.828934,-73.880875,299999.0
NY,Rochester,Chestnut Ridge Rd,14624.0,2.0,2.0,1124.0,115.5693950177936,0.47,,,43.116665,-77.7296,129900.0
NY,Pleasant Valley,Masten Rd,12569.0,4.0,3.0,2212.0,214.7377938517179,3.8,,,41.75977,-73.77219,475000.0
NY,Cicero,Palisades Dr,13039.0,4.0,2.0,1624.0,147.7216748768473,0.2343,,,43.183125,-76.09137,239900.0
NY,Schenectady,Division Street,12304.0,3.0,3.0,1400.0,121.35714285714286,0.13,,2129.0,42.800606,-73.92086,169900.0
NY,Middleburgh,High Pine Meadows Rd,12122.0,3.0,1.0,835.0,274.251497005988,5.01,,,42.511395,-74.36607,229000.0
NY,West Hempstead,Hopatcong Ave,11552.0,2.0,2.0,944.0,217.16101694915253,,,3481.0,40.67564,-73.658165,205000.0
NY,Amherst,Lebrun Rd,14226.0,5.0,5.0,3918.0,153.1393568147014,1.46,672400.0,4086.0,42.950863,-78.81023,600000.0
NY,Peekskill,Waterview Estates,10566.0,2.0,2.0,1088.0,326.2867647058824,0.0899908172635445,,,41.281048,-73.930275,355000.0
NY,Syracuse,Fern Rd,13219.0,3.0,2.0,1264.0,189.7943037974684,0.1921,269900.0,2191.0,43.03658,-76.21687,239900.0
NY,Stamford,S Gilboa Rd,12167.0,3.0,3.0,1600.0,50.0,1.3,,,42.415184,-74.5283,80000.0
NY,Mahopac,W Curry Rd,10541.0,2.0,1.0,950.0,366.3157894736842,0.3399999999999999,373900.0,2600.0,41.41208,-73.73989,348000.0
NY,Walden,Orchard Street,12586.0,3.0,2.0,1461.0,177.61806981519507,0.134297520661157,,,41.559555,-74.19337,259500.0
NY,Mahopac,W Lovell Street,10541.0,3.0,3.0,2950.0,177.96610169491527,0.6800045913682278,,,41.353924,-73.71897,525000.0
NY,Dryden,Lake Rd,13053.0,5.0,3.0,2820.0,88.65248226950355,0.72,,,42.467846,-76.27949,250000.0
NY,Owego,McLean Rd,13827.0,3.0,1.0,1969.0,50.73641442356527,0.2799999999999999,,,42.145416,-76.26058,99900.0
NY,Rochester,Clearwater Cir,14612.0,3.0,3.0,1876.0,151.9189765458422,0.2755,,,43.25492,-77.70363,285000.0
NY,Saugerties,Route 212,12477.0,3.0,1.0,1030.0,286.40776699029124,1.4,301000.0,2729.0,42.074585,-74.02529,295000.0
NY,Springwater,Wetmore Rd,14572.0,2.0,1.0,1254.0,135.48644338118024,1.0,,1535.0,42.663197,-77.5376,169900.0
NY,New Paltz,State Route 32 S,12561.0,3.0,1.0,1276.0,309.48275862068965,0.6,,,41.711685,-74.08647,394900.0
NY,Staten Island,Arlington Pl,10303.0,5.0,2.0,912.0,656.7982456140351,0.1000918273645546,554600.0,3487.0,40.636177,-74.170876,599000.0
NY,Whitesboro,Broadwood Ln,13492.0,3.0,2.0,1742.0,200.34443168771529,0.2915999999999999,,,43.110577,-75.31348,349000.0
NY,Syracuse,Makyes Rd,13215.0,4.0,3.0,2336.0,213.99828767123287,1.55,,,42.977146,-76.189766,499900.0
NY,Scottsville,Brook Rd,14546.0,1.0,2.0,1322.0,102.1180030257186,2.01,152900.0,1104.0,43.08015,-77.75399,135000.0
NY,Ferndale,Indian Lake Road,12734.0,2.0,2.0,1124.0,209.0747330960854,0.1300045913682277,,,41.767952,-74.76766,235000.0
NY,Schenectady,Eugene Dr,12303.0,3.0,2.0,1456.0,180.63186813186812,0.2100091827364554,270900.0,2410.0,42.767113,-73.9341,263000.0
NY,Staten Island,Ramona Ave,10309.0,3.0,2.0,960.0,588.5416666666666,0.0385445362718089,567500.0,2870.0,40.53546,-74.21105,565000.0
NY,Syracuse,Highland Ave,13203.0,4.0,3.0,4284.0,88.70214752567693,0.2984,,,43.06089,-76.13657,380000.0
NY,Holmes,Holmes Road,12531.0,5.0,1.0,1664.0,165.26442307692307,0.5899908172635445,,,41.52383,-73.6494,275000.0
NY,Hannacroix,Sodem Road,12087.0,3.0,1.0,1332.0,75.0,6.35,99700.0,2050.0,42.42948,-73.89568,99900.0
NY,Canandaigua,Oak Tree Dr,14424.0,3.0,2.0,1263.0,23.75217735550277,0.19,63700.0,358.0,42.85736,-77.21845,29999.0
NY,Middletown,Van Duzer Road,10940.0,4.0,4.0,2758.0,126.8672951414068,2.3,,,41.45043,-74.46889,349900.0
NY,Buffalo,E And West Ave,14224.0,4.0,2.0,1508.0,185.6100795755968,0.99,313700.0,1749.0,42.8204,-78.76756,279900.0
NY,Athens,Howard Hall Rd,12015.0,4.0,2.0,1722.0,290.36004645760744,7.1,437500.0,2800.0,42.270504,-73.835785,500000.0
NY,Pearl river,S Reld Drive,10965.0,3.0,2.0,1441.0,399.02845246356696,0.25,,,41.06687,-74.00155,575000.0
NY,Lancaster,Schwartz Rd,14086.0,3.0,1.0,1036.0,221.91119691119687,0.9183,251100.0,1929.0,42.900803,-78.60854,229900.0
NY,Webster,Cherry Hill Ln,14580.0,2.0,1.0,960.0,182.1875,0.45,205200.0,1747.0,43.202396,-77.50733,174900.0
NY,Victor,Wellington Dr,14564.0,4.0,3.0,2480.0,160.88709677419354,0.8,,,42.97705,-77.42773,399000.0
NY,Rochester,Greenfield Ln,14610.0,2.0,3.0,2230.0,156.90582959641256,0.22,,,43.136055,-77.53412,349900.0
NY,Skaneateles,Willowdale Rd,13152.0,3.0,2.0,1404.0,249.21652421652425,8.94,,,42.849937,-76.28527,349900.0
NY,Poughkeepsie,Spring Road,12601.0,3.0,2.0,1792.0,192.52232142857144,0.4600091827364554,,,41.626392,-73.90627,345000.0
NY,Cheektowaga,Oehman Blvd,14225.0,4.0,2.0,1516.0,151.6490765171504,0.15,266700.0,2350.0,42.944126,-78.77506,229900.0
NY,Williamsville,Sunrise Blvd,14221.0,3.0,2.0,1428.0,167.296918767507,0.25,,,42.9807,-78.778786,238900.0
NY,Rochester,Rae Dr,14626.0,3.0,2.0,1068.0,154.4943820224719,0.3,,,43.222473,-77.68007,165000.0
NY,Bay Shore,Lombardy Boulevard,11706.0,4.0,2.0,1740.0,189.6551724137931,0.2100091827364554,351300.0,3714.0,40.74736,-73.26766,330000.0
NY,Antwerp,Main St,13608.0,8.0,2.0,4282.0,23.353573096683792,1.88,,,44.194965,-75.605865,100000.0
NY,Cheektowaga,Wilshire Rd,14225.0,3.0,1.0,1122.0,124.68805704099822,0.16,,1800.0,42.947296,-78.761925,139900.0
NY,Delmar,Kenwood Avenue,12054.0,2.0,1.0,1063.0,188.14675446848543,0.37,218400.0,2139.0,42.623966,-73.84586,200000.0
NY,Staten Island,Braisted Avenue,10314.0,4.0,4.0,2032.0,280.46259842519686,0.0592516069788797,551300.0,3399.0,40.591232,-74.15548,569900.0
NY,Mineville,Bartlett Pond Road,12956.0,3.0,1.0,1400.0,67.85714285714286,1.7,93700.0,2673.0,44.10074,-73.511215,95000.0
NY,Orchard Park,Hobby Ln,14127.0,4.0,2.0,1832.0,163.75545851528383,0.3026999999999999,329800.0,2500.0,42.76993,-78.72188,300000.0
NY,Penfield,Whalen Rd,14526.0,3.0,2.0,1824.0,95.88815789473684,0.44,,,43.142323,-77.45953,174900.0
